parameterset,datensatz,filter,w,s,norm,ddtw,interval_type,interval_param,functionals,max_landmark_diff,n_landmarks,n_intervals,ref_match_normiert,dmatch_dfit_normiert,overall
106,nanofocus,0.015,,,,,all_minima,ref,max,None,40,41,3.28488108801157,2.19885389695282,5.48373498496439
107,nanofocus,0.015,,,,,all_minima,ref,max,20,36,41,1.05822269342063,0.450735063263985,1.50895775668462
108,nanofocus,0.015,,,,,all_minima,ref,max,10,35,41,1.05767052026118,0.424478003254528,1.48214852351571
109,nanofocus,0.015,,,,,all_minima,ref,max,5,35,41,1.05767052026118,0.424478003254528,1.48214852351571
110,nanofocus,0.015,,,,,all_minima,ref,min,None,40,41,1.49346595081149,0.98010581301711,2.4735717638286
111,nanofocus,0.015,,,,,all_minima,ref,min,20,35,41,1.28321757079539,0.764702390533609,2.047919961329
112,nanofocus,0.015,,,,,all_minima,ref,min,10,34,41,1.25852790277208,0.739807595657628,1.99833549842971
113,nanofocus,0.015,,,,,all_minima,ref,min,5,29,41,0.978367348923386,0.359774695147986,1.33814204407137
114,nanofocus,0.015,,,,,all_minima,ref,max_min,None,73,41,1.0404235904178,0.56677631975566,1.60719991017346
115,nanofocus,0.015,,,,,all_minima,ref,max_min,20,71,41,0.997542320916107,0.465381594526776,1.46292391544288
116,nanofocus,0.015,,,,,all_minima,ref,max_min,10,69,41,0.995208071143995,0.427909558882759,1.42311763002675
117,nanofocus,0.015,,,,,all_minima,ref,max_min,5,64,41,0.954117261778649,0.365979043043703,1.32009630482235
118,nanofocus,0.015,,,,,all_minima,fit,max,None,30,31,2.91469470741626,1.99466963678623,4.90936434420249
119,nanofocus,0.015,,,,,all_minima,fit,max,20,28,31,1.14734538198606,0.794996017613797,1.94234139959985
120,nanofocus,0.015,,,,,all_minima,fit,max,10,28,31,1.14734538198606,0.794996017613797,1.94234139959985
121,nanofocus,0.015,,,,,all_minima,fit,max,5,25,31,1.07069705515596,0.710481056642697,1.78117811179866
122,nanofocus,0.015,,,,,all_minima,fit,min,None,30,31,2.56430212779236,1.27129989883338,3.83560202662574
123,nanofocus,0.015,,,,,all_minima,fit,min,20,29,31,2.5392625069089,1.24614414615253,3.78540665306144
124,nanofocus,0.015,,,,,all_minima,fit,min,10,24,31,1.12892521515169,0.522051756878533,1.65097697203022
125,nanofocus,0.015,,,,,all_minima,fit,min,5,23,31,1.1105738500262,0.439597334813371,1.55017118483958
126,nanofocus,0.015,,,,,all_minima,fit,max_min,None,58,31,1.87669222856572,1.38106758236823,3.25775981093396
127,nanofocus,0.015,,,,,all_minima,fit,max_min,20,57,31,1.86833524301735,1.35797378375083,3.22630902676817
128,nanofocus,0.015,,,,,all_minima,fit,max_min,10,52,31,0.976323752971556,0.55969306610121,1.53601681907277
129,nanofocus,0.015,,,,,all_minima,fit,max_min,5,48,31,0.885959931318936,0.39066798282443,1.27662791414337
130,nanofocus,0.015,,,,,all_maxima,ref,max,None,40,41,9.11159909711442,4.06014219138296,13.1717412884974
131,nanofocus,0.015,,,,,all_maxima,ref,max,20,36,41,1.38963315250837,0.723746411912654,2.11337956442102
132,nanofocus,0.015,,,,,all_maxima,ref,max,10,33,41,1.24603538161523,0.466663185494363,1.71269856710959
133,nanofocus,0.015,,,,,all_maxima,ref,max,5,30,41,1.20012509515864,0.411713462750592,1.61183855790923
134,nanofocus,0.015,,,,,all_maxima,ref,min,None,40,41,4.05407227594203,2.61231808466454,6.66639036060657
135,nanofocus,0.015,,,,,all_maxima,ref,min,20,35,41,1.19271476353819,0.556822877812416,1.7495376413506
136,nanofocus,0.015,,,,,all_maxima,ref,min,10,34,41,1.18935422799925,0.538846627149172,1.72820085514842
137,nanofocus,0.015,,,,,all_maxima,ref,min,5,33,41,1.19438858844033,0.53064130738507,1.7250298958254
138,nanofocus,0.015,,,,,all_maxima,ref,max_min,None,75,41,3.56857557062239,2.26346728412343,5.83204285474581
139,nanofocus,0.015,,,,,all_maxima,ref,max_min,20,70,41,1.24522545496623,0.628916655183972,1.8741421101502
140,nanofocus,0.015,,,,,all_maxima,ref,max_min,10,67,41,1.25130588287498,0.574913352701448,1.82621923557643
141,nanofocus,0.015,,,,,all_maxima,ref,max_min,5,63,41,1.24402336804905,0.541687163821956,1.78571053187101
142,nanofocus,0.015,,,,,all_maxima,fit,max,None,30,31,2.14366642077534,1.10553665550874,3.24920307628408
143,nanofocus,0.015,,,,,all_maxima,fit,max,20,27,31,1.29430754548081,0.492042457022252,1.78635000250307
144,nanofocus,0.015,,,,,all_maxima,fit,max,10,26,31,1.21819759217935,0.38767255904658,1.60587015122593
145,nanofocus,0.015,,,,,all_maxima,fit,max,5,25,31,1.21869220146031,0.381498365894674,1.60019056735498
146,nanofocus,0.015,,,,,all_maxima,fit,min,None,30,31,2.46355178241186,1.48228854723786,3.94584032964972
147,nanofocus,0.015,,,,,all_maxima,fit,min,20,25,31,1.61653886812483,0.783183521930858,2.39972239005569
148,nanofocus,0.015,,,,,all_maxima,fit,min,10,25,31,1.61653886812483,0.783183521930858,2.39972239005569
149,nanofocus,0.015,,,,,all_maxima,fit,min,5,23,31,1.59202446458957,0.71779256038316,2.30981702497273
150,nanofocus,0.015,,,,,all_maxima,fit,max_min,None,57,31,2.48269861224447,1.20767433022731,3.69037294247178
151,nanofocus,0.015,,,,,all_maxima,fit,max_min,20,52,31,1.59409158897478,0.712973599521821,2.3070651884966
152,nanofocus,0.015,,,,,all_maxima,fit,max_min,10,51,31,1.58641101607233,0.706831996698029,2.29324301277035
153,nanofocus,0.015,,,,,all_maxima,fit,max_min,5,48,31,1.56505677136514,0.637475220276795,2.20253199164193
0,nanofocus,0.025,inf,1,euclidean,False,,,,,,,0.307836798139266,1.65929880545042,1.96713560358968
1,nanofocus,0.025,inf,1.05,euclidean,False,,,,,,,0.769740977760883,1.18181698915718,1.95155796691806
2,nanofocus,0.025,inf,1.1,euclidean,False,,,,,,,0.833142755163639,1.17620565365865,2.00934840882228
3,nanofocus,0.025,inf,1.15,euclidean,False,,,,,,,0.842871335285942,1.19429117744535,2.03716251273129
4,nanofocus,0.025,inf,1.2,euclidean,False,,,,,,,0.84933294779194,1.20141001987409,2.05074296766603
5,nanofocus,0.025,30,1,euclidean,False,,,,,,,0.321457598234355,1.66335968246559,1.98481728069995
6,nanofocus,0.025,30,1.05,euclidean,False,,,,,,,0.769740977760883,1.18181698915718,1.95155796691806
7,nanofocus,0.025,30,1.1,euclidean,False,,,,,,,0.833142755163639,1.17620565365865,2.00934840882228
8,nanofocus,0.025,30,1.15,euclidean,False,,,,,,,0.842871335285942,1.19429117744535,2.03716251273129
9,nanofocus,0.025,30,1.2,euclidean,False,,,,,,,0.84933294779194,1.20141001987409,2.05074296766603
10,nanofocus,0.025,25,1,euclidean,False,,,,,,,0.33140039114647,1.6667787890149,1.99817918016137
11,nanofocus,0.025,25,1.05,euclidean,False,,,,,,,0.769740977760883,1.18181698915718,1.95155796691806
12,nanofocus,0.025,25,1.1,euclidean,False,,,,,,,0.833142755163639,1.17620565365865,2.00934840882228
13,nanofocus,0.025,25,1.15,euclidean,False,,,,,,,0.842871335285942,1.19429117744535,2.03716251273129
14,nanofocus,0.025,25,1.2,euclidean,False,,,,,,,0.84933294779194,1.20141001987409,2.05074296766603
15,nanofocus,0.025,20,1,euclidean,False,,,,,,,0.343725331583512,1.66880658055231,2.01253191213582
16,nanofocus,0.025,20,1.05,euclidean,False,,,,,,,0.769740977760883,1.18181698915718,1.95155796691806
17,nanofocus,0.025,20,1.1,euclidean,False,,,,,,,0.833142755163639,1.17620565365865,2.00934840882228
18,nanofocus,0.025,20,1.15,euclidean,False,,,,,,,0.842871335285942,1.19429117744535,2.03716251273129
19,nanofocus,0.025,20,1.2,euclidean,False,,,,,,,0.84933294779194,1.20141001987409,2.05074296766603
20,nanofocus,0.025,15,1,euclidean,False,,,,,,,0.357554578824339,1.66245312132188,2.02000770014622
21,nanofocus,0.025,15,1.05,euclidean,False,,,,,,,0.769740977760883,1.18181698915718,1.95155796691806
22,nanofocus,0.025,15,1.1,euclidean,False,,,,,,,0.833142755163639,1.17620565365865,2.00934840882228
23,nanofocus,0.025,15,1.15,euclidean,False,,,,,,,0.842871335285942,1.19429117744535,2.03716251273129
24,nanofocus,0.025,15,1.2,euclidean,False,,,,,,,0.84933294779194,1.20141001987409,2.05074296766603
25,nanofocus,0.025,10,1,euclidean,False,,,,,,,0.377723468229883,1.64660654729284,2.02433001552272
26,nanofocus,0.025,10,1.05,euclidean,False,,,,,,,0.769933902139927,1.18294974612847,1.9528836482684
27,nanofocus,0.025,10,1.1,euclidean,False,,,,,,,0.833142755163639,1.17620565365865,2.00934840882228
28,nanofocus,0.025,10,1.15,euclidean,False,,,,,,,0.842871335285942,1.19429117744535,2.03716251273129
29,nanofocus,0.025,10,1.2,euclidean,False,,,,,,,0.84933294779194,1.20141001987409,2.05074296766603
30,nanofocus,0.025,5,1,euclidean,False,,,,,,,0.422277671153385,1.58416224582157,2.00643991697496
31,nanofocus,0.025,5,1.05,euclidean,False,,,,,,,0.770368480503252,1.18281270340795,1.9531811839112
32,nanofocus,0.025,5,1.1,euclidean,False,,,,,,,0.833526414008283,1.17661499324816,2.01014140725645
33,nanofocus,0.025,5,1.15,euclidean,False,,,,,,,0.843078232464145,1.19444796113464,2.03752619359878
34,nanofocus,0.025,5,1.2,euclidean,False,,,,,,,0.849423357226121,1.20152551533179,2.05094887255791
35,nanofocus,0.025,inf,1,euclidean,True,,,,,,,0.312727575698024,1.61893023918069,1.93165781487872
36,nanofocus,0.025,inf,1.05,euclidean,True,,,,,,,0.769972093864623,1.1562118081939,1.92618390205853
37,nanofocus,0.025,inf,1.1,euclidean,True,,,,,,,0.828273379094872,1.14054308497587,1.96881646407074
38,nanofocus,0.025,inf,1.15,euclidean,True,,,,,,,0.839756640576562,1.1573203547134,1.99707699528997
39,nanofocus,0.025,inf,1.2,euclidean,True,,,,,,,0.835453575996556,1.14675039598901,1.98220397198556
40,nanofocus,0.025,30,1,euclidean,True,,,,,,,0.32601006597188,1.62292888772158,1.94893895369346
41,nanofocus,0.025,30,1.05,euclidean,True,,,,,,,0.769972093864623,1.1562118081939,1.92618390205853
42,nanofocus,0.025,30,1.1,euclidean,True,,,,,,,0.828273379094872,1.14054308497587,1.96881646407074
43,nanofocus,0.025,30,1.15,euclidean,True,,,,,,,0.839756640576562,1.1573203547134,1.99707699528997
44,nanofocus,0.025,30,1.2,euclidean,True,,,,,,,0.835453575996556,1.14675039598901,1.98220397198556
45,nanofocus,0.025,25,1,euclidean,True,,,,,,,0.335700002176304,1.62735551430406,1.96305551648037
46,nanofocus,0.025,25,1.05,euclidean,True,,,,,,,0.769972093864623,1.1562118081939,1.92618390205853
47,nanofocus,0.025,25,1.1,euclidean,True,,,,,,,0.828273379094872,1.14054308497587,1.96881646407074
48,nanofocus,0.025,25,1.15,euclidean,True,,,,,,,0.839756640576562,1.1573203547134,1.99707699528997
49,nanofocus,0.025,25,1.2,euclidean,True,,,,,,,0.835453575996556,1.14675039598901,1.98220397198556
50,nanofocus,0.025,20,1,euclidean,True,,,,,,,0.348352083318167,1.629074887214,1.97742697053216
51,nanofocus,0.025,20,1.05,euclidean,True,,,,,,,0.769972093864623,1.1562118081939,1.92618390205853
52,nanofocus,0.025,20,1.1,euclidean,True,,,,,,,0.828273379094872,1.14054308497587,1.96881646407074
53,nanofocus,0.025,20,1.15,euclidean,True,,,,,,,0.839756640576562,1.1573203547134,1.99707699528997
54,nanofocus,0.025,20,1.2,euclidean,True,,,,,,,0.835453575996556,1.14675039598901,1.98220397198556
55,nanofocus,0.025,15,1,euclidean,True,,,,,,,0.363019951242246,1.62101371092281,1.98403366216505
56,nanofocus,0.025,15,1.05,euclidean,True,,,,,,,0.769972093864623,1.1562118081939,1.92618390205853
57,nanofocus,0.025,15,1.1,euclidean,True,,,,,,,0.828273379094872,1.14054308497587,1.96881646407074
58,nanofocus,0.025,15,1.15,euclidean,True,,,,,,,0.839756640576562,1.1573203547134,1.99707699528997
59,nanofocus,0.025,15,1.2,euclidean,True,,,,,,,0.835453575996556,1.14675039598901,1.98220397198556
60,nanofocus,0.025,10,1,euclidean,True,,,,,,,0.38248839356836,1.60595772254884,1.9884461161172
61,nanofocus,0.025,10,1.05,euclidean,True,,,,,,,0.769972093864623,1.1562118081939,1.92618390205853
62,nanofocus,0.025,10,1.1,euclidean,True,,,,,,,0.828273379094872,1.14054308497587,1.96881646407074
63,nanofocus,0.025,10,1.15,euclidean,True,,,,,,,0.839756640576562,1.1573203547134,1.99707699528997
64,nanofocus,0.025,10,1.2,euclidean,True,,,,,,,0.835453575996556,1.14675039598901,1.98220397198556
65,nanofocus,0.025,5,1,euclidean,True,,,,,,,0.426024648310629,1.53840913708125,1.96443378539187
66,nanofocus,0.025,5,1.05,euclidean,True,,,,,,,0.770236807363988,1.15624288053515,1.92647968789914
67,nanofocus,0.025,5,1.1,euclidean,True,,,,,,,0.828273379094872,1.14054308497587,1.96881646407074
68,nanofocus,0.025,5,1.15,euclidean,True,,,,,,,0.839756640576562,1.1573203547134,1.99707699528997
69,nanofocus,0.025,5,1.2,euclidean,True,,,,,,,0.835453575996556,1.14675039598901,1.98220397198556
70,nanofocus,0.025,,,,,uniform,100,max,None,99,100,1.00745729310605,0.444099000911167,1.45155629401722
71,nanofocus,0.025,,,,,uniform,100,max,20,99,100,1.00745729310605,0.444099000911167,1.45155629401722
72,nanofocus,0.025,,,,,uniform,100,max,10,95,100,0.996149224130373,0.288912967161242,1.28506219129162
73,nanofocus,0.025,,,,,uniform,100,max,5,93,100,0.994254130352948,0.236515921226,1.23077005157895
74,nanofocus,0.025,,,,,uniform,100,min,None,99,100,1.15245165159857,0.871330935076907,2.02378258667548
75,nanofocus,0.025,,,,,uniform,100,min,20,99,100,1.15245165159857,0.871330935076907,2.02378258667548
76,nanofocus,0.025,,,,,uniform,100,min,10,93,100,1.08483308338467,0.647516893859557,1.73234997724423
77,nanofocus,0.025,,,,,uniform,100,min,5,89,100,1.01386597851989,0.448891258919512,1.4627572374394
78,nanofocus,0.025,,,,,uniform,100,max_min,None,191,100,0.978101455087419,0.607688330446215,1.58578978553363
79,nanofocus,0.025,,,,,uniform,100,max_min,20,191,100,0.978101455087419,0.607688330446215,1.58578978553363
80,nanofocus,0.025,,,,,uniform,100,max_min,10,188,100,0.976562537264376,0.58904214566397,1.56560468292835
81,nanofocus,0.025,,,,,uniform,100,max_min,5,182,100,1.00449545833112,0.467907749160646,1.47240320749177
82,nanofocus,0.025,,,,,uniform,300,max,None,299,300,1.00224458590618,0.231401417275343,1.23364600318152
83,nanofocus,0.025,,,,,uniform,300,max,20,299,300,1.00224458590618,0.231401417275343,1.23364600318152
84,nanofocus,0.025,,,,,uniform,300,max,10,299,300,1.00224458590618,0.231401417275343,1.23364600318152
85,nanofocus,0.025,,,,,uniform,300,max,5,289,300,1.00005993275901,0.190893952908401,1.19095388566741
86,nanofocus,0.025,,,,,uniform,300,min,None,299,300,1.00648562662909,0.33536776015257,1.34185338678165
87,nanofocus,0.025,,,,,uniform,300,min,20,299,300,1.00648562662909,0.33536776015257,1.34185338678165
88,nanofocus,0.025,,,,,uniform,300,min,10,299,300,1.00648562662909,0.33536776015257,1.34185338678165
89,nanofocus,0.025,,,,,uniform,300,min,5,290,300,1.00228052997306,0.221163087849601,1.22344361782266
90,nanofocus,0.025,,,,,uniform,300,max_min,None,575,300,0.999262150966982,0.273548929736815,1.2728110807038
91,nanofocus,0.025,,,,,uniform,300,max_min,20,575,300,0.999262150966982,0.273548929736815,1.2728110807038
92,nanofocus,0.025,,,,,uniform,300,max_min,10,575,300,0.999262150966982,0.273548929736815,1.2728110807038
93,nanofocus,0.025,,,,,uniform,300,max_min,5,572,300,0.999518728442647,0.261937844625056,1.2614565730677
94,nanofocus,0.025,,,,,uniform,500,max,None,499,500,1.00311644727544,0.342165892094279,1.34528233936972
95,nanofocus,0.025,,,,,uniform,500,max,20,499,500,1.00311644727544,0.342165892094279,1.34528233936972
96,nanofocus,0.025,,,,,uniform,500,max,10,499,500,1.00311644727544,0.342165892094279,1.34528233936972
97,nanofocus,0.025,,,,,uniform,500,max,5,499,500,1.00311644727544,0.342165892094279,1.34528233936972
98,nanofocus,0.025,,,,,uniform,500,min,None,499,500,1.00287492926975,0.221247802471486,1.22412273174123
99,nanofocus,0.025,,,,,uniform,500,min,20,499,500,1.00287492926975,0.221247802471486,1.22412273174123
100,nanofocus,0.025,,,,,uniform,500,min,10,499,500,1.00287492926975,0.221247802471486,1.22412273174123
101,nanofocus,0.025,,,,,uniform,500,min,5,499,500,1.00287492926975,0.221247802471486,1.22412273174123
102,nanofocus,0.025,,,,,uniform,500,max_min,None,949,500,0.999206733421225,0.179325284785176,1.1785320182064
103,nanofocus,0.025,,,,,uniform,500,max_min,20,949,500,0.999206733421225,0.179325284785176,1.1785320182064
104,nanofocus,0.025,,,,,uniform,500,max_min,10,949,500,0.999206733421225,0.179325284785176,1.1785320182064
105,nanofocus,0.025,,,,,uniform,500,max_min,5,949,500,0.999206733421225,0.179325284785176,1.1785320182064
106,nanofocus,0.025,,,,,all_minima,ref,max,None,27,28,9.3070390851972,5.41291399511257,14.7199530803098
107,nanofocus,0.025,,,,,all_minima,ref,max,20,25,28,9.29696724874447,5.36959096258321,14.6665582113277
108,nanofocus,0.025,,,,,all_minima,ref,max,10,25,28,9.29696724874447,5.36959096258321,14.6665582113277
109,nanofocus,0.025,,,,,all_minima,ref,max,5,25,28,9.29696724874447,5.36959096258321,14.6665582113277
110,nanofocus,0.025,,,,,all_minima,ref,min,None,27,28,1.93870273437653,1.42915654586801,3.36785928024454
111,nanofocus,0.025,,,,,all_minima,ref,min,20,24,28,1.17732228383855,0.665308520847015,1.84263080468557
112,nanofocus,0.025,,,,,all_minima,ref,min,10,22,28,1.01406846293511,0.457342427052629,1.47141088998774
113,nanofocus,0.025,,,,,all_minima,ref,min,5,21,28,1.01897102071836,0.440063731129499,1.45903475184786
114,nanofocus,0.025,,,,,all_minima,ref,max_min,None,52,28,1.81869480210691,1.54127581522341,3.35997061733032
115,nanofocus,0.025,,,,,all_minima,ref,max_min,20,49,28,1.1715936683393,1.01694654185191,2.18854021019121
116,nanofocus,0.025,,,,,all_minima,ref,max_min,10,47,28,1.19151538571305,0.993015826512988,2.18453121222604
117,nanofocus,0.025,,,,,all_minima,ref,max_min,5,46,28,1.19750424682444,0.987958855482045,2.18546310230649
118,nanofocus,0.025,,,,,all_minima,fit,max,None,21,22,11.373419309443,6.97590906707275,18.3493283765157
119,nanofocus,0.025,,,,,all_minima,fit,max,20,20,22,11.1498837638704,6.59809145264043,17.7479752165108
120,nanofocus,0.025,,,,,all_minima,fit,max,10,20,22,11.1498837638704,6.59809145264043,17.7479752165108
121,nanofocus,0.025,,,,,all_minima,fit,max,5,20,22,11.1498837638704,6.59809145264043,17.7479752165108
122,nanofocus,0.025,,,,,all_minima,fit,min,None,21,22,1.79746835909689,1.32573303617045,3.12320139526734
123,nanofocus,0.025,,,,,all_minima,fit,min,20,19,22,0.969435234112326,0.58621389596957,1.5556491300819
124,nanofocus,0.025,,,,,all_minima,fit,min,10,19,22,0.969435234112326,0.58621389596957,1.5556491300819
125,nanofocus,0.025,,,,,all_minima,fit,min,5,16,22,0.950952565928594,0.438019669884262,1.38897223581286
126,nanofocus,0.025,,,,,all_minima,fit,max_min,None,41,22,1.75820445208489,1.4823884801326,3.24059293221749
127,nanofocus,0.025,,,,,all_minima,fit,max_min,20,39,22,1.12934982968761,0.996077660221125,2.12542748990873
128,nanofocus,0.025,,,,,all_minima,fit,max_min,10,39,22,1.12934982968761,0.996077660221125,2.12542748990873
129,nanofocus,0.025,,,,,all_minima,fit,max_min,5,36,22,1.13212922653891,0.968602445735528,2.10073167227444
130,nanofocus,0.025,,,,,all_maxima,ref,max,None,27,28,2.10487406853045,1.99374242023101,4.09861648876146
131,nanofocus,0.025,,,,,all_maxima,ref,max,20,23,28,1.2611559554955,1.16648101054509,2.42763696604059
132,nanofocus,0.025,,,,,all_maxima,ref,max,10,22,28,1.2501918266596,1.1118259962035,2.3620178228631
133,nanofocus,0.025,,,,,all_maxima,ref,max,5,21,28,1.24202980245457,1.10021205407519,2.34224185652977
134,nanofocus,0.025,,,,,all_maxima,ref,min,None,27,28,4.94008118615979,3.98231729200761,8.9223984781674
135,nanofocus,0.025,,,,,all_maxima,ref,min,20,23,28,1.2903060906482,1.11137829742775,2.40168438807595
136,nanofocus,0.025,,,,,all_maxima,ref,min,10,23,28,1.2903060906482,1.11137829742775,2.40168438807595
137,nanofocus,0.025,,,,,all_maxima,ref,min,5,23,28,1.2903060906482,1.11137829742775,2.40168438807595
138,nanofocus,0.025,,,,,all_maxima,ref,max_min,None,49,28,1.10191746263066,0.977370171473344,2.07928763410401
139,nanofocus,0.025,,,,,all_maxima,ref,max_min,20,46,28,1.00728928398874,0.80941094842141,1.81670023241015
140,nanofocus,0.025,,,,,all_maxima,ref,max_min,10,45,28,1.0037016150129,0.774235267690664,1.77793688270357
141,nanofocus,0.025,,,,,all_maxima,ref,max_min,5,44,28,1.00181987536265,0.768152673752816,1.76997254911547
142,nanofocus,0.025,,,,,all_maxima,fit,max,None,21,22,1.34620158487378,0.694639056612152,2.04084064148593
